"","year","NAME","month_min","day_min","hour_min","DIST2LAND_min","LANDFALL_min","USA_WIND_min","USA_PRES_min","USA_SSHS_min","STORM_SPEE_min","STORM_DIR_min","depth_min","avg_Global_ocean_SST_anom_min","North_Atlantic_SST_anom_min","GISTEMP_min","CO2_avg_annual_min","nao_min","AMO_min","month_mean","day_mean","hour_mean","DIST2LAND_mean","LANDFALL_mean","USA_WIND_mean","USA_PRES_mean","USA_SSHS_mean","STORM_SPEE_mean","STORM_DIR_mean","depth_mean","avg_Global_ocean_SST_anom_mean","North_Atlantic_SST_anom_mean","GISTEMP_mean","CO2_avg_annual_mean","nao_mean","AMO_mean","month_max","day_max","hour_max","DIST2LAND_max","LANDFALL_max","USA_WIND_max","USA_PRES_max","USA_SSHS_max","STORM_SPEE_max","STORM_DIR_max","depth_max","avg_Global_ocean_SST_anom_max","North_Atlantic_SST_anom_max","GISTEMP_max","CO2_avg_annual_max","nao_max","AMO_max"
"1",1970,"ALMA",5,17,0,0,0,25,993,-4,2,0,-5661,-0.267436333333333,-0.608057,-0.05,325.68,1.14,-0.054,5,22.0649350649351,10.4415584415584,153.38961038961,142.736842105263,30.7922077922078,1003.1,-0.857142857142857,8.98701298701299,146.415584415584,-1736.24675324675,-0.267436333333333,-0.608057,-0.05,325.68,1.14,-0.054,5,27,21,331,325,70,1008,1,16,359,138,-0.267436333333333,-0.608057,-0.05,325.68,1.14,-0.054
"2",1970,"BECKY",7,19,0,0,0,20,1003,-1,8,0,-4566,-0.267436333333333,-0.608057,-0.04,325.68,0.1,-0.207,7,20.8378378378378,9.89189189189189,175.837837837838,163.111111111111,36.0540540540541,1006.8,-0.540540540540541,11.4324324324324,233.648648648649,-1743.81081081081,-0.267436333333333,-0.608057,-0.04,325.68,0.1,-0.207,7,23,21,428,407,55,1015,0,21,359,302,-0.267436333333333,-0.608057,-0.04,325.68,0.1,-0.207
"3",1970,"CELIA",7,1,0,0,0,25,945,-1,8,287,-4815,-0.267436333333333,-0.608057,-0.11,325.68,0.1,-0.207,7.82978723404255,7.72340425531915,10.2765957446809,154.127659574468,140.847826086957,54.8723404255319,982.096774193548,0.276595744680851,11.6170212765957,304.872340425532,-1329.70212765957,-0.267436333333333,-0.608057,-0.0980851063829787,325.68,0.1,-0.158042553191489,8,31,21,416,403,110,1008,3,15,341,1743,-0.267436333333333,-0.608057,-0.04,325.68,0.1,-0.148
"4",1970,"DOROTHY",8,17,0,190,179,25,996,-1,11,272,-5410,-0.267436333333333,-0.608057,-0.11,325.68,0.1,-0.148,8,20.06,10.32,591.54,571.816326530612,39.84,1002.23529411765,-0.4,13.92,278.96,-3999.3,-0.267436333333333,-0.608057,-0.11,325.68,0.1,-0.148,8,23,21,1361,1294,60,1007,0,17,302,-1603,-0.267436333333333,-0.608057,-0.11,325.68,0.1,-0.148
"5",1970,"ELLA",9,8,0,0,0,20,967,-1,5,262,-4919,-0.267436333333333,-0.608057,0.11,325.68,-0.09,-0.145,9,10.4358974358974,10.5384615384615,118.282051282051,103.552631578947,51.5897435897436,981.909090909091,0.179487179487179,10.2820512820513,300.666666666667,-1549.02564102564,-0.267436333333333,-0.608057,0.11,325.68,-0.09,-0.145,9,13,21,432,366,110,1010,3,19,339,2775,-0.267436333333333,-0.608057,0.11,325.68,-0.09,-0.145
"6",1970,"FELICE",9,12,0,0,0,25,997,-1,2,10,-3299,-0.267436333333333,-0.608057,0.11,325.68,-0.09,-0.145,9,14.3333333333333,10,87.6888888888889,77.6136363636364,33.1555555555556,1003.76923076923,-0.711111111111111,9.82222222222222,268.422222222222,-503.822222222222,-0.267436333333333,-0.608057,0.11,325.68,-0.09,-0.145,9,17,21,373,340,60,1011,0,19,354,308,-0.267436333333333,-0.608057,0.11,325.68,-0.09,-0.145
"7",1970,"GRETA",9,1,0,0,0,25,1005,-1,1,220,-3477,-0.267436333333333,-0.608057,0.05,325.68,-0.92,-0.203,9.47826086956522,15.9565217391304,10.695652173913,143.63768115942,134.955882352941,29.9855072463768,1006.86363636364,-0.855072463768116,7.31884057971014,262.797101449275,-1157.55072463768,-0.267436333333333,-0.608057,0.081304347826087,325.68,-0.48695652173913,-0.172739130434783,10,30,21,302,278,45,1010,0,15,303,1371,-0.267436333333333,-0.608057,0.11,325.68,-0.09,-0.145
"8",1971,"ARLENE",7,4,0,18,13,25,1000,-4,6,25,-3544,-0.311916333333333,-0.587562333333333,-0.12,326.32,0.24,-0.357,7,5.79310344827586,10.9655172413793,215,197.821428571429,39.8965517241379,1001,-0.724137931034483,17.2413793103448,48.1034482758621,-2644.31034482759,-0.311916333333333,-0.587562333333333,-0.12,326.32,0.24,-0.357,7,8,21,333,324,55,1003,0,29,68,-85,-0.311916333333333,-0.587562333333333,-0.12,326.32,0.24,-0.357
"9",1971,"BETH",8,10,0,0,0,20,977,-4,3,10,-4763,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442,8,13.5614035087719,10.5263157894737,220.631578947368,212.285714285714,43.0526315789474,990.90625,-0.631578947368421,10.5087719298246,41.280701754386,-2302.9298245614,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442,8,17,21,460,452,75,1013,1,18,90,434,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442
"10",1971,"CHLOE",8,18,0,0,0,25,1004,-1,5,251,-5170,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442,8,21.5614035087719,10.5263157894737,298.771929824561,283.232142857143,30.7017543859649,1006.25,-0.789473684210526,12.859649122807,278.684210526316,-2874.19298245614,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442,8,25,21,816,802,55,1007,0,25,298,18,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442
"11",1971,"DORIA",8,20,0,0,0,25,989,-4,10,0,-7831,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442,8,24.4722222222222,10.5416666666667,335.555555555556,317.591549295775,32.9861111111111,997.25,-0.875,16.0833333333333,226.888888888889,-2661.55555555556,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442,8,29,21,935,901,55,1008,0,30,358,560,-0.311916333333333,-0.587562333333333,-0.03,326.32,1.55,-0.442
"12",1971,"EDITH",9,5,0,0,0,25,943,-1,2,8,-4806,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,11.5643564356436,10.4554455445545,113.455445544554,100.29,52.2376237623762,988.390243902439,0.297029702970297,11.5544554455446,218.554455445545,-1184.31683168317,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,18,21,448,433,140,1010,5,20,346,356,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373
"13",1971,"FERN",9,3,0,0,0,25,978,-1,1,195,-2915,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,7.80519480519481,10.6753246753247,100.545454545455,93.7763157894737,40.1038961038961,989.379310344828,-0.363636363636364,4.61038961038961,266.376623376623,-616.571428571429,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,13,21,354,350,80,1000,1,7,352,351,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373
"14",1971,"GINGER",9,1,0,0,0,25,959,-4,2,0,-6016,-0.311916333333333,-0.587562333333333,-0.05,326.32,0.39,-0.373,9.14767932489451,15.746835443038,10.3670886075949,975.118143459916,968.088983050847,59.126582278481,986.067961165049,0.270042194092827,5.72573839662447,185.35864978903,-4665.73839662447,-0.311916333333333,-0.587562333333333,-0.0159071729957806,326.32,0.418059071729958,-0.353654008438819,10,30,21,1741,1740,95,1008,2,22,353,108,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.58,-0.242
"15",1971,"HEIDI",9,11,0,0,0,25,996,-1,2,2,-5375,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,12.5757575757576,10.1818181818182,439.969696969697,429.71875,40.6060606060606,1000.30769230769,-0.333333333333333,12.4545454545455,149.030303030303,-3905.78787878788,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,15,21,638,629,55,1006,0,24,357,184,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373
"16",1971,"IRENE:OLIVIA",9,11,0,0,0,25,989,-1,5,255,-5024,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,15.5285714285714,10.2857142857143,232.185714285714,214.342857142857,35.7571428571429,999.636363636364,-0.571428571428571,11.1857142857143,270.271428571429,-2095.42857142857,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,20,21,791,754,70,1009,1,19,289,674,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373
"17",1971,"JANICE",9,21,0,599,599,25,1005,-1,13,273,-5887,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,22.551724137931,10.7586206896552,1030.06896551724,1008,39.3103448275862,1006.75,-0.379310344827586,16.3103448275862,291.310344827586,-4815.41379310345,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373,9,24,21,1595,1501,55,1009,0,21,316,-3276,-0.311916333333333,-0.587562333333333,-0.01,326.32,0.39,-0.373
"18",1971,"KRISTY",10,18,0,1039,1039,25,992,-4,9,9,-6276,-0.311916333333333,-0.587562333333333,-0.05,326.32,0.58,-0.242,10,19.4516129032258,10.1612903225806,1467.41935483871,1443.36666666667,32.7741935483871,1002.71428571429,-1.16129032258065,20.9354838709677,45.0967741935484,-4728.32258064516,-0.311916333333333,-0.587562333333333,-0.05,326.32,0.58,-0.242,10,21,21,1861,1792,45,1009,0,38,87,-1108,-0.311916333333333,-0.587562333333333,-0.05,326.32,0.58,-0.242
"19",1971,"LAURA",11,12,0,0,0,25,994,-1,2,0,-4863,-0.311916333333333,-0.587562333333333,-0.04,326.32,-0.2,-0.25,11,16.8051948051948,10.6753246753247,170.363636363636,162.171052631579,47.7532467532468,998.433333333333,-0.220779220779221,5.66233766233766,241.922077922078,-2931.11688311688,-0.311916333333333,-0.587562333333333,-0.04,326.32,-0.2,-0.25,11,22,21,404,391,60,1004,0,11,359,843,-0.311916333333333,-0.587562333333333,-0.04,326.32,-0.2,-0.25
"20",1972,"AGNES",6,14,0,0,0,25,977,-1,3,0,-4567,-0.257543666666667,-0.625519666666667,0.04,327.45,0.88,-0.495,6,18.304347826087,10.695652173913,74.6666666666667,66.8676470588235,44.7826086956522,987.428571428571,-0.217391304347826,8.92753623188406,117.159420289855,-1243.13043478261,-0.257543666666667,-0.625519666666667,0.04,327.45,0.88,-0.495,6,23,21,347,340,75,1001,1,20,358,383,-0.257543666666667,-0.625519666666667,0.04,327.45,0.88,-0.495
"21",1972,"ALPHA",5,23,0,0,0,25,991,-2,2,25,-4677,-0.257543666666667,-0.625519666666667,-0.03,327.45,0.95,-0.476,5,26.1914893617021,10.4042553191489,188.914893617021,177,36.4042553191489,1005.11764705882,-2,8.27659574468085,165.063829787234,-1938.02127659574,-0.257543666666667,-0.625519666666667,-0.03,327.45,0.95,-0.476,5,29,21,345,340,60,1013,-2,18,281,43,-0.257543666666667,-0.625519666666667,-0.03,327.45,0.95,-0.476
"22",1972,"BETTY",8,1,0,750,750,30,976,-2,1,0,-5511,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.39,8.08433734939759,24.566265060241,10.6626506024096,1192.85542168675,1183.82926829268,54.9638554216867,991.021276595745,-0.457831325301205,8.78313253012048,113.361445783133,-4662.42168674699,-0.257543666666667,-0.625519666666667,0.167349397590361,327.45,1.19855421686747,-0.383253012048193,9,31,21,1758,1752,90,1008,2,22,356,-2767,-0.257543666666667,-0.625519666666667,0.18,327.45,1.32,-0.31
"23",1972,"CARRIE",8,1,0,0,0,30,992,-4,2,0,-5408,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.39,8.64912280701754,12.4385964912281,10.5263157894737,337.438596491228,329.053571428571,42.4035087719298,1001.54545454545,-1.12280701754386,9.12280701754386,98.9824561403509,-3097.70175438596,-0.257543666666667,-0.625519666666667,0.0826315789473684,327.45,0.385263157894737,-0.338070175438597,9,31,21,607,601,60,1012,0,21,355,107,-0.257543666666667,-0.625519666666667,0.18,327.45,1.32,-0.31
"24",1972,"CHARLIE",9,19,0,606,597,25,944,-4,9,0,-5225,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.31,9,20.2857142857143,11.1428571428571,800.333333333333,770.25,47.8571428571429,978.428571428571,-2.66666666666667,25.8095238095238,55.5238095238095,-4479.52380952381,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.31,9,22,21,1160,1113,60,1008,-2,50,358,-2237,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.31
"25",1972,"DAWN",9,5,0,0,0,30,997,-1,3,1,-5459,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.31,9,9.38461538461539,10.2307692307692,271.01282051282,260.973684210526,42.8846153846154,1001.61904761905,-0.243589743589744,9.34615384615385,180.679487179487,-2589.47435897436,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.31,9,14,21,630,608,70,1014,1,23,353,10,-0.257543666666667,-0.625519666666667,0.03,327.45,-0.12,-0.31
"26",1972,"DELTA",11,1,0,1375,1372,25,1001,-2,1,0,-5666,-0.257543666666667,-0.625519666666667,0.03,327.45,0.54,-0.284,11,4.30612244897959,10.6530612244898,1798.28571428571,1791.97916666667,32.3061224489796,1006.19047619048,-2,6.22448979591837,149.142857142857,-4050.89795918367,-0.257543666666667,-0.625519666666667,0.03,327.45,0.54,-0.284,11,7,21,2050,2042,40,1013,-2,15,347,-1745,-0.257543666666667,-0.625519666666667,0.03,327.45,0.54,-0.284
"27",1973,"ALFA",7,1,0,34,34,25,1005,-2,9,10,-4851,-0.266409333333333,-0.600238666666667,0.02,329.68,-0.06,-0.14,7.42857142857143,18,11.1428571428571,234.666666666667,222.75,31.047619047619,1007.33333333333,-2,12.5238095238095,22.4285714285714,-2507.95238095238,-0.266409333333333,-0.600238666666667,0.06,329.68,0.3,-0.122857142857143,8,31,21,376,371,40,1013,-2,15,31,-59,-0.266409333333333,-0.600238666666667,0.09,329.68,0.57,-0.11
"28",1973,"ALICE",7,1,0,0,0,30,986,-1,3,0,-5456,-0.266409333333333,-0.600238666666667,0.09,329.68,0.57,-0.11,7,4,10.4318181818182,735.818181818182,742.666666666667,54.8863636363636,996.307692307692,0.227272727272727,14.0909090909091,20.3409090909091,-4066.15909090909,-0.266409333333333,-0.600238666666667,0.09,329.68,0.57,-0.11,7,7,21,1175,1146,80,1006,1,41,55,217,-0.266409333333333,-0.600238666666667,0.09,329.68,0.57,-0.11
"29",1973,"BRENDA",8,18,0,0,0,30,977,-1,4,116,-4532,-0.266409333333333,-0.600238666666667,0.02,329.68,-0.06,-0.14,8,19.6774193548387,10.741935483871,36.1290322580645,29,49.5806451612903,995.571428571429,0.032258064516129,7.45161290322581,233.903225806452,-611.58064516129,-0.266409333333333,-0.600238666666667,0.02,329.68,-0.06,-0.14,8,22,21,133,116,80,1007,1,12,299,492,-0.266409333333333,-0.600238666666667,0.02,329.68,-0.06,-0.14
"30",1973,"CHRISTINE",8,1,0,0,0,30,996,-1,9,261,-5563,-0.266409333333333,-0.600238666666667,0.02,329.68,-0.3,-0.14,8.37349397590361,18.6024096385542,10.6626506024096,834.89156626506,823.426829268293,40.6867469879518,1004,-0.385542168674699,12.9156626506024,279.518072289157,-4039.1686746988,-0.266409333333333,-0.600238666666667,0.0349397590361446,329.68,-0.149638554216867,-0.139253012048193,9,31,21,1675,1635,60,1011,0,18,302,118,-0.266409333333333,-0.600238666666667,0.06,329.68,-0.06,-0.138
"31",1973,"DELIA",9,1,0,0,0,30,986,-1,3,90,-3493,-0.266409333333333,-0.600238666666667,0.06,329.68,-0.3,-0.138,9,4.06666666666667,10.4,128.333333333333,118.295454545455,43.6888888888889,995.333333333333,-0.333333333333333,9.93333333333333,288.333333333333,-549,-0.266409333333333,-0.600238666666667,0.06,329.68,-0.3,-0.138,9,7,21,392,391,60,1008,0,18,357,857,-0.266409333333333,-0.600238666666667,0.06,329.68,-0.3,-0.138
"32",1973,"ELLEN",9,14,0,646,646,30,962,-4,10,4,-6034,-0.266409333333333,-0.600238666666667,0.06,329.68,-0.3,-0.138,9,18.5616438356164,10.5205479452055,1487.94520547945,1468.01388888889,61.013698630137,986.846153846154,0.0958904109589041,19.5342465753425,233.808219178082,-4798.69863013699,-0.266409333333333,-0.600238666666667,0.06,329.68,-0.3,-0.138,9,23,21,2470,2445,100,1008,3,51,359,-2451,-0.266409333333333,-0.600238666666667,0.06,329.68,-0.3,-0.138
"33",1973,"FRAN",10,8,0,133,133,30,978,-4,10,49,-5596,-0.266409333333333,-0.600238666666667,0.12,329.68,-1.24,-0.222,10,10.6923076923077,10.3846153846154,1207.15384615385,1191,60.025641025641,994.5,-0.41025641025641,26.1794871794872,73.5384615384615,-3875.94871794872,-0.266409333333333,-0.600238666666667,0.12,329.68,-1.24,-0.222,10,13,21,1830,1750,70,1008,1,41,111,-156,-0.266409333333333,-0.600238666666667,0.12,329.68,-1.24,-0.222
"34",1973,"GILDA",10,16,0,0,0,30,968,-4,0,0,-7016,-0.266409333333333,-0.600238666666667,0.12,329.68,-1.24,-0.222,10,22.6846846846847,10.5675675675676,298.81981981982,284.518181818182,43.990990990991,992.962962962963,-1.3963963963964,10.4864864864865,34.2342342342342,-3436.53153153153,-0.266409333333333,-0.600238666666667,0.12,329.68,-1.24,-0.222,10,30,21,764,736,60,1008,0,44,270,156,-0.266409333333333,-0.600238666666667,0.12,329.68,-1.24,-0.222
"35",1974,"ALMA",8,12,0,0,0,25,1007,-1,19,267,-4945,-0.304315666666667,-0.635031333333333,0.12,330.18,-0.64,-0.474,8,13.5769230769231,10.1538461538462,390.192307692308,360,36.8076923076923,1008.5,-0.307692307692308,22.4230769230769,269.769230769231,-2703.11538461538,-0.304315666666667,-0.635031333333333,0.12,330.18,-0.64,-0.474,8,15,21,1149,1055,55,1010,0,26,273,512,-0.304315666666667,-0.635031333333333,0.12,330.18,-0.64,-0.474
"36",1974,"BECKY",8,1,0,537,532,25,977,-1,5,1,-5469,-0.304315666666667,-0.635031333333333,-0.12,330.18,-0.64,-0.512,8.2,23.2363636363636,10.5272727272727,754.981818181818,732.407407407407,68.0181818181818,996.5,1.01818181818182,12.7818181818182,102.363636363636,-4918.4,-0.304315666666667,-0.635031333333333,0.072,330.18,-0.348,-0.4816,9,31,21,1384,1200,100,1010,3,36,357,-2920,-0.304315666666667,-0.635031333333333,0.12,330.18,0.82,-0.474
"37",1974,"CARMEN",8,1,0,0,0,25,928,-1,1,0,-5852,-0.304315666666667,-0.635031333333333,-0.12,330.18,-0.64,-0.512,8.77319587628866,10.8453608247423,10.4536082474227,137.762886597938,121.864583333333,66.5051546391753,964.540540540541,0.876288659793814,10.2268041237113,224.19587628866,-1481.81443298969,-0.304315666666667,-0.635031333333333,-0.0655670103092783,330.18,0.488865979381443,-0.503381443298969,9,31,21,884,801,130,1011,4,24,359,190,-0.304315666666667,-0.635031333333333,0.12,330.18,0.82,-0.474
"38",1974,"DOLLY",9,2,0,119,110,30,1004,-4,11,1,-5457,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512,9,3.69565217391304,10.304347826087,497.565217391304,476.090909090909,38.0869565217391,1004.5,-0.478260869565217,20.7826086956522,169.869565217391,-3903.69565217391,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512,9,5,21,846,834,45,1005,0,38,351,-81,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512
"39",1974,"ELAINE",9,4,0,386,379,25,1001,-4,7,7,-5863,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512,9,8.93333333333333,10.6,710.493333333333,692.040540540541,37.7866666666667,1006.16666666667,-0.586666666666667,13.7333333333333,194.72,-5229.49333333333,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512,9,14,21,1065,1035,60,1012,0,27,350,-3331,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512
"40",1974,"FIFI:ORLENE",9,14,0,0,0,30,971,-1,6,246,-4796,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512,9,17.5,10.5,111.25,100.142857142857,54.9107142857143,991.857142857143,0.178571428571429,11.875,271.625,-1227.89285714286,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512,9,21,21,313,274,95,1005,2,27,293,1894,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.82,-0.512
"41",1974,"GERTRUDE",9,1,0,208,201,30,999,-1,1,0,-4972,-0.304315666666667,-0.635031333333333,-0.12,330.18,0.49,-0.514,9.46296296296296,16.4074074074074,10.8888888888889,458.925925925926,446.132075471698,43.0185185185185,1003.15789473684,-0.185185185185185,8.74074074074074,265.907407407407,-3834.98148148148,-0.304315666666667,-0.635031333333333,-0.0968518518518519,330.18,0.667222222222222,-0.512925925925926,10,30,21,990,939,65,1009,1,16,337,-74,-0.304315666666667,-0.635031333333333,-0.07,330.18,0.82,-0.512
"42",1975,"AMY",6,1,0,45,43,25,981,-4,3,1,-5186,-0.317478666666667,-0.589313333333333,-0.03,331.11,-0.84,-0.302,6.47540983606557,16.0655737704918,10.1311475409836,392.459016393443,380.8,46.5573770491803,994.918032786885,-0.327868852459016,11.8360655737705,60.7049180327869,-3265.67213114754,-0.317478666666667,-0.589313333333333,-0.0247540983606557,331.11,0.296229508196721,-0.290590163934426,7,30,21,697,684,60,1013,0,36,359,-28,-0.317478666666667,-0.589313333333333,-0.02,331.11,1.55,-0.278
"43",1975,"BLANCHE",7,24,0,0,0,20,980,-4,9,6,-5520,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.55,-0.278,7,25.9487179487179,10.2307692307692,441.333333333333,424.078947368421,45.025641025641,998.948717948718,-0.512820512820513,14.974358974359,144.897435897436,-4065.64102564103,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.55,-0.278,7,28,21,712,679,75,1014,1,39,355,253,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.55,-0.278
"44",1975,"CAROLINE",8,1,0,0,0,20,963,-1,3,245,-5442,-0.317478666666667,-0.589313333333333,-0.2,331.11,-0.26,-0.342,8.07692307692308,25.6769230769231,10.5230769230769,137.923076923077,125.234375,39.1384615384615,1001.96923076923,-0.307692307692308,8.90769230769231,280.246153846154,-1985.32307692308,-0.317478666666667,-0.589313333333333,-0.186923076923077,331.11,-0.12,-0.203538461538462,9,31,21,412,396,100,1014,3,13,340,210,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.192
"45",1975,"DORIS",8,1,0,970,968,35,965,-4,2,2,-5496,-0.317478666666667,-0.589313333333333,-0.2,331.11,-0.26,-0.342,8.50877192982456,15.7894736842105,10.5263157894737,1322.49122807018,1312.83928571429,67.4561403508772,987.368421052632,0.333333333333333,6.21052631578947,126.315789473684,-4557.12280701754,-0.317478666666667,-0.589313333333333,-0.113508771929825,331.11,0.665964912280702,-0.268315789473684,9,31,21,1590,1562,95,1005,2,15,353,-1322,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.192
"46",1975,"ELOISE",9,13,0,0,0,20,955,-4,7,0,-7461,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.342,9,18.5591397849462,10.5806451612903,220.043010752688,202.75,44.7204301075269,998.538461538462,-0.193548387096774,11.1612903225806,232.709677419355,-2555.93548387097,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.342,9,24,21,1064,1027,110,1009,3,30,355,912,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.342
"47",1975,"FAYE",9,18,0,487,481,25,977,-4,6,3,-6358,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.342,9,23.445652173913,10.3369565217391,1342.27173913043,1316.16483516484,48.2391304347826,987.540540540541,0.0869565217391304,14.7717391304348,243.304347826087,-4893.58695652174,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.342,9,29,21,2211,2206,90,1005,2,44,355,-2609,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.342
"48",1975,"GLADYS",9,1,0,166,117,25,939,-4,6,0,-5888,-0.317478666666667,-0.589313333333333,-0.09,331.11,-0.54,-0.36,9.27472527472528,19.6923076923077,10.5824175824176,998.582417582418,979.5,66.4945054945055,985.549450549451,0.736263736263736,17.5054945054945,247.417582417582,-4778.47252747253,-0.317478666666667,-0.589313333333333,-0.0464835164835165,331.11,0.983076923076923,-0.346945054945055,10,30,21,1646,1644,120,1012,4,56,349,-82,-0.317478666666667,-0.589313333333333,-0.03,331.11,1.56,-0.342
"49",1975,"HALLIE",10,24,0,64,62,30,1002,-4,2,8,-4111,-0.317478666666667,-0.589313333333333,-0.09,331.11,-0.54,-0.36,10,25.9259259259259,10.7777777777778,147.740740740741,133.653846153846,34.6666666666667,1005.03703703704,-1.48148148148148,9.25925925925926,161.444444444444,-1186.44444444444,-0.317478666666667,-0.589313333333333,-0.09,331.11,-0.54,-0.36,10,28,21,360,325,45,1008,0,20,344,-25,-0.317478666666667,-0.589313333333333,-0.09,331.11,-0.54,-0.36
"50",1976,"ANNA",7,1,0,918,913,20,999,-4,3,6,-5567,-0.307234,-0.564124,-0.18,332.04,-0.32,-0.314,7.64383561643836,12.8493150684932,10.6027397260274,1457.08219178082,1437.40277777778,31.8082191780822,1007.84615384615,-2.79452054794521,12.4657534246575,123.328767123288,-3331.49315068493,-0.307234,-0.564124,-0.158630136986301,332.04,1.12219178082192,-0.235452054794521,8,31,21,2164,2148,45,1015,0,35,354,354,-0.307234,-0.564124,-0.12,332.04,1.92,-0.192
"51",1976,"BELLE",8,6,0,0,0,25,957,-1,2,0,-5362,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192,8,7.94285714285714,10.3714285714286,341.571428571429,330.5,69.0285714285714,980.828571428571,1.05714285714286,11.3428571428571,161.142857142857,-3785.11428571429,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192,8,10,21,520,518,105,1012,3,23,356,167,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192
"52",1976,"CANDICE",8,18,0,289,280,30,964,-1,3,13,-5276,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192,8,21.0612244897959,10.530612244898,545.795918367347,525.395833333333,56.9183673469388,996.318181818182,0.510204081632653,12.1224489795918,56.3877551020408,-4299.04081632653,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192,8,24,21,813,788,80,1007,1,33,155,-61,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192
"53",1976,"DOTTIE",8,18,0,0,0,20,996,-1,2,0,-527,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192,8,19.3333333333333,9.5,86.2666666666667,77.4137931034483,29.7666666666667,1005.08333333333,-0.566666666666667,8.23333333333333,57.7333333333333,-74.9333333333333,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192,8,21,21,191,185,45,1015,0,22,358,22,-0.307234,-0.564124,-0.18,332.04,1.92,-0.192
"54",1976,"EMMY",8,1,0,406,397,20,974,-4,4,0,-6348,-0.307234,-0.564124,-0.18,332.04,-1.29,-0.2,8.2520325203252,19.869918699187,10.609756097561,1212.46341463415,1194.51639344262,67.1138211382114,993.883333333333,0.780487804878049,11.609756097561,163.894308943089,-4709.75609756098,-0.307234,-0.564124,-0.157317073170732,332.04,1.1109756097561,-0.194016260162602,9,31,21,1931,1883,90,1012,2,19,354,-786,-0.307234,-0.564124,-0.09,332.04,1.92,-0.192
